gene_id,locus_tag,ftype,gene_name,product_name,product_short,plot_label,COG,EC_number
E745S_00574,E745S_00574,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_00575,E745S_00575,CDS,pdhB,Pyruvate dehydrogenase E1 component subunit beta,Pyruvate dehydrogenase E1 component subunit beta,pdhB / Pyruvate dehydrogenase E1 component subunit beta,,1.2.4.1
E745S_00576,E745S_00576,CDS,pdhA,Pyruvate dehydrogenase E1 component subunit alpha,Pyruvate dehydrogenase E1 component subunit alpha,pdhA / Pyruvate dehydrogenase E1 component subunit alpha,,1.2.4.1
E745S_00577,E745S_00577,CDS,norG,HTH-type transcriptional regulator NorG,HTH-type transcriptional regulator NorG,norG / HTH-type transcriptional regulator NorG,COG1167,
E745S_00578,E745S_00578,CDS,guaC,GMP reductase,GMP reductase,guaC / GMP reductase,COG0516,1.7.1.7
E745S_00579,E745S_00579,CDS,xylH,Xylose transport system permease protein XylH,Xylose transport system permease protein XylH,xylH / Xylose transport system permease protein XylH,COG4214,
E745S_00580,E745S_00580,CDS,xylG,Xylose import ATP-binding protein XylG,Xylose import ATP-binding protein XylG,xylG / Xylose import ATP-binding protein XylG,COG1129,7.5.2.10
E745S_00581,E745S_00581,CDS,chvE,Multiple sugar-binding periplasmic receptor ChvE,Multiple sugar-binding periplasmic receptor ChvE,chvE / Multiple sugar-binding periplasmic receptor ChvE,COG4213,
E745S_00582,E745S_00582,CDS,ytfQ,ABC transporter periplasmic-binding protein YtfQ,ABC transporter periplasmic-binding protein YtfQ,ytfQ / ABC transporter periplasmic-binding protein YtfQ,,
E745S_00583,E745S_00583,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_00584,E745S_00584,CDS,rhaR_2,HTH-type transcriptional activator RhaR,HTH-type transcriptional activator RhaR,rhaR_2 / HTH-type transcriptional activator RhaR,,
E745S_00585,E745S_00585,CDS,ydhF,Oxidoreductase YdhF,Oxidoreductase YdhF,ydhF / Oxidoreductase YdhF,COG4989,1.-.-.-
E745S_00586,E745S_00586,CDS,purD,Phosphoribosylamine--glycine ligase,Phosphoribosylamine--glycine ligase,purD / Phosphoribosylamine--glycine ligase,COG0151,6.3.4.13
E745S_00587,E745S_00587,CDS,purH,Bifunctional purine biosynthesis protein PurH,Bifunctional purine biosynthesis protein PurH,purH / Bifunctional purine biosynthesis protein PurH,,
E745S_00588,E745S_00588,CDS,purN,Phosphoribosylglycinamide formyltransferase,Phosphoribosylglycinamide formyltransferase,purN / Phosphoribosylglycinamide formyltransferase,,2.1.2.2
E745S_00589,E745S_00589,CDS,purM,Phosphoribosylformylglycinamidine cyclo-ligase,Phosphoribosylformylglycinamidine cyclo-ligase,purM / Phosphoribosylformylglycinamidine cyclo-ligase,COG0150,6.3.3.1
E745S_00590,E745S_00590,CDS,purF,Amidophosphoribosyltransferase,Amidophosphoribosyltransferase,purF / Amidophosphoribosyltransferase,,2.4.2.14
E745S_00591,E745S_00591,CDS,purL,Phosphoribosylformylglycinamidine synthase subunit PurL,Phosphoribosylformylglycinamidine synthase subunit PurL,purL / Phosphoribosylformylglycinamidine synthase subunit PurL,COG0046,6.3.5.3
E745S_00592,E745S_00592,CDS,purQ,Phosphoribosylformylglycinamidine synthase subunit PurQ,Phosphoribosylformylglycinamidine synthase subunit PurQ,purQ / Phosphoribosylformylglycinamidine synthase subunit PurQ,COG0047,6.3.5.3
E745S_00593,E745S_00593,CDS,purS,Phosphoribosylformylglycinamidine synthase subunit PurS,Phosphoribosylformylglycinamidine synthase subunit PurS,purS / Phosphoribosylformylglycinamidine synthase subunit PurS,COG1828,6.3.5.3
E745S_00594,E745S_00594,CDS,purC,Phosphoribosylaminoimidazole-succinocarboxamide synthase,Phosphoribosylaminoimidazole-succinocarboxamide synthas,purC / Phosphoribosylaminoimidazole-succinocarboxamide synthas,COG0152,6.3.2.6
E745S_00595,E745S_00595,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_00596,E745S_00596,CDS,purB,Adenylosuccinate lyase,Adenylosuccinate lyase,purB / Adenylosuccinate lyase,COG0015,4.3.2.2
E745S_00597,E745S_00597,CDS,purK,N5-carboxyaminoimidazole ribonucleotide synthase,N5-carboxyaminoimidazole ribonucleotide synthase,purK / N5-carboxyaminoimidazole ribonucleotide synthase,,6.3.4.18
E745S_00598,E745S_00598,CDS,purE,N5-carboxyaminoimidazole ribonucleotide mutase,N5-carboxyaminoimidazole ribonucleotide mutase,purE / N5-carboxyaminoimidazole ribonucleotide mutase,COG0041,5.4.99.18
E745S_00599,E745S_00599,CDS,NA,Nucleobase transporter PlUacP,Nucleobase transporter PlUacP,Nucleobase transporter PlUacP,,
E745S_00600,E745S_00600,CDS,xpt,Xanthine phosphoribosyltransferase,Xanthine phosphoribosyltransferase,xpt / Xanthine phosphoribosyltransferase,COG0503,2.4.2.22
E745S_00601,E745S_00601,CDS,yteT,Putative oxidoreductase YteT,Putative oxidoreductase YteT,yteT / Putative oxidoreductase YteT,COG0673,1.-.-.-
E745S_00602,E745S_00602,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_00603,E745S_00603,CDS,araQ_1,L-arabinose transport system permease protein AraQ,L-arabinose transport system permease protein AraQ,araQ_1 / L-arabinose transport system permease protein AraQ,COG0395,
E745S_00604,E745S_00604,CDS,lacF_2,Lactose transport system permease protein LacF,Lactose transport system permease protein LacF,lacF_2 / Lactose transport system permease protein LacF,,
E745S_00605,E745S_00605,CDS,yesO,Putative ABC transporter substrate-binding protein YesO,Putative ABC transporter substrate-binding protein YesO,yesO / Putative ABC transporter substrate-binding protein YesO,COG1653,
E745S_00606,E745S_00606,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_00607,E745S_00607,CDS,lytG,Exo-glucosaminidase LytG,Exo-glucosaminidase LytG,lytG / Exo-glucosaminidase LytG,COG1705,3.2.1.-
E745S_00608,E745S_00608,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_00609,E745S_00609,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_00610,E745S_00610,CDS,iolU_1,scyllo-inositol 2-dehydrogenase (NADP(+)) IolU,scyllo-inositol 2-dehydrogenase (NADP(+)) IolU,iolU_1 / scyllo-inositol 2-dehydrogenase (NADP(+)) IolU,COG0673,1.1.1.371
E745S_00611,E745S_00611,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_00612,E745S_00612,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_00613,E745S_00613,CDS,yqiK,Inner membrane protein YqiK,Inner membrane protein YqiK,yqiK / Inner membrane protein YqiK,COG2268,
E745S_00614,E745S_00614,CDS,yuaF,putative membrane protein YuaF,putative membrane protein YuaF,yuaF / putative membrane protein YuaF,,
E745S_00615,E745S_00615,CDS,dcuS_1,Sensor histidine kinase DcuS,Sensor histidine kinase DcuS,dcuS_1 / Sensor histidine kinase DcuS,COG3290,2.7.13.3
E745S_00616,E745S_00616,CDS,dcuS_2,Sensor histidine kinase DcuS,Sensor histidine kinase DcuS,dcuS_2 / Sensor histidine kinase DcuS,COG3290,2.7.13.3
E745S_00617,E745S_00617,CDS,dcuR,Transcriptional regulatory protein DcuR,Transcriptional regulatory protein DcuR,dcuR / Transcriptional regulatory protein DcuR,COG4565,
E745S_00618,E745S_00618,CDS,hgdH,(R)-2-hydroxyglutarate dehydrogenase,(R)-2-hydroxyglutarate dehydrogenase,hgdH / (R)-2-hydroxyglutarate dehydrogenase,COG1052,1.1.1.399
E745S_00619,E745S_00619,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_00620,E745S_00620,CDS,agaA_1,N-acetylgalactosamine-6-phosphate deacetylase,N-acetylgalactosamine-6-phosphate deacetylase,agaA_1 / N-acetylgalactosamine-6-phosphate deacetylase,COG1820,3.5.1.-
E745S_00621,E745S_00621,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_00622,E745S_00622,CDS,alaA,Glutamate-pyruvate aminotransferase AlaA,Glutamate-pyruvate aminotransferase AlaA,alaA / Glutamate-pyruvate aminotransferase AlaA,COG0436,2.6.1.2
E745S_00623,E745S_00623,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_00624,E745S_00624,tRNA,NA,tRNA-Leu(gag),tRNA-Leu(gag),tRNA-Leu(gag),,
E745S_00625,E745S_00625,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_00626,E745S_00626,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_00627,E745S_00627,CDS,NA,IS256 family transposase ISEf1,IS256 family transposase ISEf1,IS256 family transposase ISEf1,,
E745S_00628,E745S_00628,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_00629,E745S_00629,CDS,fosX,Fosfomycin resistance protein FosX,Fosfomycin resistance protein FosX,fosX / Fosfomycin resistance protein FosX,COG0346,
E745S_00630,E745S_00630,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_00631,E745S_00631,CDS,smc_1,Chromosome partition protein Smc,Chromosome partition protein Smc,smc_1 / Chromosome partition protein Smc,,
E745S_00632,E745S_00632,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_00633,E745S_00633,CDS,ycfH,putative metal-dependent hydrolase YcfH,putative metal-dependent hydrolase YcfH,ycfH / putative metal-dependent hydrolase YcfH,COG0084,3.1.-.-
E745S_00634,E745S_00634,CDS,ssuB,Aliphatic sulfonates import ATP-binding protein SsuB,Aliphatic sulfonates import ATP-binding protein SsuB,ssuB / Aliphatic sulfonates import ATP-binding protein SsuB,COG1116,3.6.3.-
E745S_00635,E745S_00635,CDS,thiY,Formylaminopyrimidine-binding protein,Formylaminopyrimidine-binding protein,thiY / Formylaminopyrimidine-binding protein,COG0715,
E745S_00636,E745S_00636,CDS,ribX,Riboflavin transport system permease protein RibX,Riboflavin transport system permease protein RibX,ribX / Riboflavin transport system permease protein RibX,,
E745S_00637,E745S_00637,CDS,garB,Glutathione amide reductase,Glutathione amide reductase,garB / Glutathione amide reductase,,1.8.1.16
E745S_00638,E745S_00638,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_00639,E745S_00639,CDS,opuCA_1,Carnitine transport ATP-binding protein OpuCA,Carnitine transport ATP-binding protein OpuCA,opuCA_1 / Carnitine transport ATP-binding protein OpuCA,COG1125,7.6.2.9
E745S_00640,E745S_00640,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_00641,E745S_00641,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_00642,E745S_00642,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_00643,E745S_00643,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_00644,E745S_00644,CDS,exuR_1,putative HTH-type transcriptional repressor ExuR,putative HTH-type transcriptional repressor ExuR,exuR_1 / putative HTH-type transcriptional repressor ExuR,COG1609,
E745S_00645,E745S_00645,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_00646,E745S_00646,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_00647,E745S_00647,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_00648,E745S_00648,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_00649,E745S_00649,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_00650,E745S_00650,CDS,ppaC,putative manganese-dependent inorganic pyrophosphatase,putative manganese-dependent inorganic pyrophosphatase,ppaC / putative manganese-dependent inorganic pyrophosphatase,COG1227,3.6.1.1
E745S_00651,E745S_00651,CDS,pflA,Pyruvate formate-lyase-activating enzyme,Pyruvate formate-lyase-activating enzyme,pflA / Pyruvate formate-lyase-activating enzyme,,1.97.1.4
E745S_00652,E745S_00652,CDS,pflB,Formate acetyltransferase,Formate acetyltransferase,pflB / Formate acetyltransferase,,2.3.1.54
E745S_00653,E745S_00653,CDS,parC,DNA topoisomerase 4 subunit A,DNA topoisomerase 4 subunit A,parC / DNA topoisomerase 4 subunit A,COG0188,5.6.2.2
E745S_00654,E745S_00654,CDS,parE,DNA topoisomerase 4 subunit B,DNA topoisomerase 4 subunit B,parE / DNA topoisomerase 4 subunit B,COG0187,5.6.2.2
E745S_00655,E745S_00655,CDS,yccU,putative protein YccU,putative protein YccU,yccU / putative protein YccU,COG1832,
E745S_00656,E745S_00656,CDS,plsY,Glycerol-3-phosphate acyltransferase,Glycerol-3-phosphate acyltransferase,plsY / Glycerol-3-phosphate acyltransferase,COG0344,2.3.1.275
E745S_00657,E745S_00657,CDS,lacX,Protein LacX, plasmid,Protein LacX, plasmid,lacX / Protein LacX, plasmid,,
E745S_00658,E745S_00658,CDS,codY,GTP-sensing transcriptional pleiotropic repressor CodY,GTP-sensing transcriptional pleiotropic repressor CodY,codY / GTP-sensing transcriptional pleiotropic repressor CodY,COG4465,
E745S_00659,E745S_00659,CDS,clpY,ATP-dependent protease ATPase subunit ClpY,ATP-dependent protease ATPase subunit ClpY,clpY / ATP-dependent protease ATPase subunit ClpY,COG1220,
E745S_00660,E745S_00660,CDS,hslV,ATP-dependent protease subunit HslV,ATP-dependent protease subunit HslV,hslV / ATP-dependent protease subunit HslV,COG5405,3.4.25.2
E745S_00661,E745S_00661,CDS,xerC_4,Tyrosine recombinase XerC,Tyrosine recombinase XerC,xerC_4 / Tyrosine recombinase XerC,COG4974,
E745S_00662,E745S_00662,CDS,trmFO,Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase TrmFO,Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltrans,trmFO / Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltrans,COG1206,2.1.1.74
E745S_00663,E745S_00663,CDS,topA,DNA topoisomerase 1,DNA topoisomerase 1,topA / DNA topoisomerase 1,,5.6.2.1
E745S_00664,E745S_00664,CDS,dprA,DNA processing protein DprA,DNA processing protein DprA,dprA / DNA processing protein DprA,COG0758,
E745S_00665,E745S_00665,CDS,rnhB,Ribonuclease HII,Ribonuclease HII,rnhB / Ribonuclease HII,COG0164,3.1.26.4
E745S_00666,E745S_00666,CDS,rbgA,Ribosome biogenesis GTPase A,Ribosome biogenesis GTPase A,rbgA / Ribosome biogenesis GTPase A,COG1161,
E745S_00667,E745S_00667,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_00668,E745S_00668,CDS,folT_1,Folate transporter FolT,Folate transporter FolT,folT_1 / Folate transporter FolT,,
E745S_00669,E745S_00669,CDS,sipV,Signal peptidase I V,Signal peptidase I V,sipV / Signal peptidase I V,COG0681,3.4.21.89
E745S_00670,E745S_00670,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_00671,E745S_00671,CDS,msrA_1,Peptide methionine sulfoxide reductase MsrA,Peptide methionine sulfoxide reductase MsrA,msrA_1 / Peptide methionine sulfoxide reductase MsrA,COG0225,1.8.4.11
E745S_00672,E745S_00672,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_00673,E745S_00673,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_00674,E745S_00674,CDS,NA,DegV domain-containing protein,DegV domain-containing protein,DegV domain-containing protein,COG1307,
E745S_00675,E745S_00675,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_00676,E745S_00676,CDS,folA_2,Dihydrofolate reductase,Dihydrofolate reductase,folA_2 / Dihydrofolate reductase,,1.5.1.3
E745S_00677,E745S_00677,CDS,thyA,Thymidylate synthase,Thymidylate synthase,thyA / Thymidylate synthase,COG0207,2.1.1.45
E745S_00678,E745S_00678,CDS,ettA,Energy-dependent translational throttle protein EttA,Energy-dependent translational throttle protein EttA,ettA / Energy-dependent translational throttle protein EttA,COG0488,
E745S_00679,E745S_00679,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_00680,E745S_00680,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_00681,E745S_00681,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_00682,E745S_00682,CDS,cca,CCA-adding enzyme,CCA-adding enzyme,cca / CCA-adding enzyme,,2.7.7.72
E745S_00683,E745S_00683,CDS,ypjD,putative protein YpjD,putative protein YpjD,ypjD / putative protein YpjD,COG1694,
E745S_00684,E745S_00684,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_00685,E745S_00685,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_00686,E745S_00686,CDS,bepA,Beta-barrel assembly-enhancing protease,Beta-barrel assembly-enhancing protease,bepA / Beta-barrel assembly-enhancing protease,,3.4.-.-
E745S_00687,E745S_00687,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_00688,E745S_00688,CDS,hupA,DNA-binding protein HU 1,DNA-binding protein HU 1,hupA / DNA-binding protein HU 1,COG0776,
E745S_00689,E745S_00689,CDS,der,GTPase Der,GTPase Der,der / GTPase Der,COG1160,
E745S_00690,E745S_00690,CDS,ypfD,30S ribosomal protein S1 ,30S ribosomal protein S1 ,ypfD / 30S ribosomal protein S1 ,COG0539,
E745S_00691,E745S_00691,CDS,cmk,Cytidylate kinase,Cytidylate kinase,cmk / Cytidylate kinase,COG0283,2.7.4.25
E745S_00692,E745S_00692,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_00693,E745S_00693,CDS,recQ_2,ATP-dependent DNA helicase RecQ,ATP-dependent DNA helicase RecQ,recQ_2 / ATP-dependent DNA helicase RecQ,COG0514,3.6.4.12
E745S_00694,E745S_00694,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_00695,E745S_00695,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_00696,E745S_00696,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_00697,E745S_00697,CDS,NA,Putative dipeptidase,Putative dipeptidase,Putative dipeptidase,,3.4.13.-
E745S_00698,E745S_00698,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_00699,E745S_00699,CDS,fmnP,Riboflavin transporter FmnP,Riboflavin transporter FmnP,fmnP / Riboflavin transporter FmnP,COG3601,
E745S_00700,E745S_00700,CDS,rluB_1,Ribosomal large subunit pseudouridine synthase B,Ribosomal large subunit pseudouridine synthase B,rluB_1 / Ribosomal large subunit pseudouridine synthase B,COG1187,5.4.99.22
E745S_00701,E745S_00701,CDS,scpB,Segregation and condensation protein B,Segregation and condensation protein B,scpB / Segregation and condensation protein B,,
E745S_00702,E745S_00702,CDS,scpA,Segregation and condensation protein A,Segregation and condensation protein A,scpA / Segregation and condensation protein A,COG1354,
E745S_00703,E745S_00703,CDS,ribT,Protein RibT,Protein RibT,ribT / Protein RibT,,2.3.1.-
E745S_00704,E745S_00704,CDS,xerD,Tyrosine recombinase XerD,Tyrosine recombinase XerD,xerD / Tyrosine recombinase XerD,,
E745S_00705,E745S_00705,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_00706,E745S_00706,CDS,fur,Ferric uptake regulation protein,Ferric uptake regulation protein,fur / Ferric uptake regulation protein,COG0735,
E745S_00707,E745S_00707,CDS,cvfB,Conserved virulence factor B,Conserved virulence factor B,cvfB / Conserved virulence factor B,,
E745S_00708,E745S_00708,CDS,mapZ,Mid-cell-anchored protein Z,Mid-cell-anchored protein Z,mapZ / Mid-cell-anchored protein Z,,
E745S_00709,E745S_00709,CDS,NA,ISL3 family transposase ISEfa11,ISL3 family transposase ISEfa11,ISL3 family transposase ISEfa11,,
E745S_00710,E745S_00710,CDS,sigA,RNA polymerase sigma factor SigA,RNA polymerase sigma factor SigA,sigA / RNA polymerase sigma factor SigA,COG0568,
E745S_00711,E745S_00711,CDS,dnaG,DNA primase,DNA primase,dnaG / DNA primase,COG0358,2.7.7.-
E745S_00712,E745S_00712,CDS,ctpE_1,Calcium-transporting ATPase CtpE,Calcium-transporting ATPase CtpE,ctpE_1 / Calcium-transporting ATPase CtpE,COG0474,7.2.2.10
E745S_00713,E745S_00713,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_00714,E745S_00714,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_00715,E745S_00715,CDS,ydjP,AB hydrolase superfamily protein YdjP,AB hydrolase superfamily protein YdjP,ydjP / AB hydrolase superfamily protein YdjP,COG0596,3.-.-.-
