locus_tag	ftype	length_bp	gene	EC_number	COG	product
E745S_00841	CDS	225	acpA		COG0236	Acyl carrier protein
E745S_00842	gene	963	fabH			
E745S_00842	CDS	963	fabH	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
E745S_00843	gene	441				
E745S_00843	CDS	441				hypothetical protein
E745S_00844	gene	966	uvrC_1			
E745S_00844	CDS	966	uvrC_1			UvrABC system protein C
E745S_00845	gene	231	ykuJ			
E745S_00845	CDS	231	ykuJ		COG4703	putative protein YkuJ
E745S_00846	gene	888	glxR			
E745S_00846	CDS	888	glxR	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
E745S_00847	gene	1224				
E745S_00847	CDS	1224		2.4.1.337	COG0438	Alpha-monoglucosyldiacylglycerol synthase
E745S_00848	gene	744	dgs			
E745S_00848	CDS	744	dgs	2.4.1.208	COG0438	Processive diacylglycerol alpha-glucosyltransferase
E745S_00849	gene	285				
E745S_00849	CDS	285				hypothetical protein
E745S_00850	gene	1728	ptsI			
E745S_00850	CDS	1728	ptsI	2.7.3.9	COG1080	Phosphoenolpyruvate-protein phosphotransferase
E745S_00851	gene	267	ptsH			
E745S_00851	CDS	267	ptsH		COG1925	Phosphocarrier protein HPr
E745S_00852	gene	2235	clpE			
E745S_00852	CDS	2235	clpE		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpE
E745S_00853	gene	321				
E745S_00853	CDS	321				hypothetical protein
E745S_00854	gene	225				
E745S_00854	CDS	225				hypothetical protein
E745S_00855	gene	1581	prfC			
E745S_00855	CDS	1581	prfC			Peptide chain release factor 3
E745S_00856	gene	1377				
E745S_00856	CDS	1377				hypothetical protein
E745S_00857	gene	1119	yhhT			
E745S_00857	CDS	1119	yhhT		COG0628	Putative transport protein YhhT
E745S_00858	gene	435				
E745S_00858	CDS	435		2.3.1.-		Acetyltransferase
E745S_00859	gene	534				
E745S_00859	CDS	534				hypothetical protein
E745S_00860	gene	1179	mutY			
E745S_00860	CDS	1179	mutY	3.2.2.31		Adenine DNA glycosylase
E745S_00861	gene	711	recX			
E745S_00861	CDS	711	recX			Regulatory protein RecX
E745S_00862	gene	1383	rlmCD			
E745S_00862	CDS	1383	rlmCD	2.1.1.189	COG2265	23S rRNA (uracil-C(5))-methyltransferase RlmCD
E745S_00863	gene	579				
E745S_00863	CDS	579		1.14.99.53	COG3397	Lytic chitin monooxygenase
E745S_00864	gene	471	crtK-2			
E745S_00864	CDS	471	crtK-2		COG3476	Tryptophan-rich protein TspO
E745S_00865	gene	1227	tagU_2			
E745S_00865	CDS	1227	tagU_2	2.7.8.-		Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
E745S_00866	gene	201	cspD			
E745S_00866	CDS	201	cspD		COG1278	Cold shock protein CspD
E745S_00867	gene	609	sodA			
E745S_00867	CDS	609	sodA	1.15.1.1		Superoxide dismutase [Mn]
E745S_00868	gene	471				
E745S_00868	CDS	471				hypothetical protein
E745S_00869	gene	900	czcD			
E745S_00869	CDS	900	czcD		COG1230	Cadmium, cobalt and zinc/H(+)-K(+) antiporter
E745S_00870	gene	804				
E745S_00870	CDS	804				hypothetical protein
E745S_00871	gene	948	ghrB_1			
E745S_00871	CDS	948	ghrB_1	1.1.1.79	COG1052	Glyoxylate/hydroxypyruvate reductase B
E745S_00872	gene	1548				
E745S_00872	CDS	1548				IS66 family transposase ISRob1
E745S_00873	gene	354				
E745S_00873	CDS	354				hypothetical protein
E745S_00874	gene	195				
E745S_00874	CDS	195				hypothetical protein
E745S_00875	gene	294				
E745S_00875	CDS	294				hypothetical protein
E745S_00876	gene	543	ktrA			
E745S_00876	CDS	543	ktrA		COG0569	Ktr system potassium uptake protein A
E745S_00877	gene	633	vraR			
E745S_00877	CDS	633	vraR			Response regulator protein VraR
E745S_00878	gene	1068	liaS			
E745S_00878	CDS	1068	liaS	2.7.13.3	COG4585	Sensor histidine kinase LiaS
E745S_00879	gene	732				
E745S_00879	CDS	732				hypothetical protein
E745S_00880	gene	480	greA			
E745S_00880	CDS	480	greA		COG0782	Transcription elongation factor GreA
E745S_00881	gene	1176	mltG			
E745S_00881	CDS	1176	mltG	4.2.2.-		Endolytic murein transglycosylase
E745S_00882	gene	1161	pbpX_1			
E745S_00882	CDS	1161	pbpX_1		COG1680	Putative penicillin-binding protein PbpX
E745S_00883	gene	1446				
E745S_00883	CDS	1446				IS1182 family transposase ISEfa7
E745S_00884	gene	948	wbgU_1			
E745S_00884	CDS	948	wbgU_1	5.1.3.7		UDP-N-acetylglucosamine 4-epimerase
E745S_00885	gene	1416				
E745S_00885	CDS	1416				hypothetical protein
E745S_00886	gene	1149	pglH_1			
E745S_00886	CDS	1149	pglH_1	2.4.1.292	COG0438	GalNAc-alpha-(1->4)-GalNAc-alpha-(1->3)-diNAcBac-PP-undecaprenol alpha-1,4-N-acetyl-D-galactosaminyltransferase
E745S_00887	gene	1536				
E745S_00887	CDS	1536				hypothetical protein
E745S_00888	gene	684				
E745S_00888	CDS	684				hypothetical protein
E745S_00889	gene	207	glyG			
E745S_00889	CDS	207	glyG			Glycosyltransferase GlyG
E745S_00890	gene	1008	arnC_1			
E745S_00890	CDS	1008	arnC_1	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
E745S_00891	gene	1068	rfbB			
E745S_00891	CDS	1068	rfbB	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
E745S_00892	gene	702	ispD			
E745S_00892	CDS	702	ispD	2.7.7.60	COG1211	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
E745S_00893	gene	390				
E745S_00893	CDS	390				hypothetical protein
E745S_00894	gene	342				
E745S_00894	CDS	342				hypothetical protein
E745S_00895	gene	543	wbbD_1			
E745S_00895	CDS	543	wbbD_1	2.4.1.303	COG0463	UDP-Gal:alpha-D-GlcNAc-diphosphoundecaprenol beta-1,3-galactosyltransferase
E745S_00896	gene	240	wbbD_2			
E745S_00896	CDS	240	wbbD_2	2.4.1.303	COG0463	UDP-Gal:alpha-D-GlcNAc-diphosphoundecaprenol beta-1,3-galactosyltransferase
E745S_00897	gene	1392				
E745S_00897	CDS	1392				hypothetical protein
E745S_00898	gene	960				
E745S_00898	CDS	960			COG2826	IS30 family transposase IS6770
E745S_00899	gene	2139	arnC_2			
E745S_00899	CDS	2139	arnC_2	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
E745S_00900	gene	1587				
E745S_00900	CDS	1587				hypothetical protein
E745S_00901	gene	1221	btuD_1			
E745S_00901	CDS	1221	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
E745S_00902	gene	807	tagG			
E745S_00902	CDS	807	tagG		COG1682	Teichoic acid translocation permease protein TagG
E745S_00903	gene	1281				
E745S_00903	CDS	1281				hypothetical protein
E745S_00904	gene	2034				
E745S_00904	CDS	2034				hypothetical protein
E745S_00905	gene	852	rmlD			
E745S_00905	CDS	852	rmlD	1.1.1.133		dTDP-4-dehydrorhamnose reductase
E745S_00906	gene	1029	rmlB			
E745S_00906	CDS	1029	rmlB	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
E745S_00907	gene	573	rfbC			
E745S_00907	CDS	573	rfbC	5.1.3.13	COG1898	dTDP-4-dehydrorhamnose 3,5-epimerase
E745S_00908	gene	867	rfbA			
E745S_00908	CDS	867	rfbA	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase 1
E745S_00909	gene	708				
E745S_00909	CDS	708				hypothetical protein
E745S_00910	gene	828				
E745S_00910	CDS	828				hypothetical protein
E745S_00911	gene	801				
E745S_00911	CDS	801				hypothetical protein
E745S_00912	gene	1140	tagO			
E745S_00912	CDS	1140	tagO	2.7.8.33	COG0472	putative undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase
E745S_00913	gene	924				
E745S_00913	CDS	924				hypothetical protein
E745S_00914	gene	765	map			
E745S_00914	CDS	765	map	3.4.11.18	COG0024	Methionine aminopeptidase 1
E745S_00915	gene	441				
E745S_00915	CDS	441				Flavodoxin
E745S_00916	gene	570				
E745S_00916	CDS	570				hypothetical protein
E745S_00917	gene	1233	pepS			
E745S_00917	CDS	1233	pepS	3.4.11.-	COG2309	Aminopeptidase PepS
E745S_00918	gene	180				
E745S_00918	CDS	180				hypothetical protein
E745S_00919	gene	372				
E745S_00919	CDS	372				hypothetical protein
E745S_00920	gene	402				
E745S_00920	CDS	402				hypothetical protein
E745S_00921	gene	408				
E745S_00921	CDS	408				hypothetical protein
E745S_00922	gene	495				
E745S_00922	CDS	495				IS3 family transposase ISEnfa3
E745S_00923	gene	837				
E745S_00923	CDS	837				IS3 family transposase ISEfa8
E745S_00924	gene	291				
E745S_00924	CDS	291				IS3 family transposase ISEfa8
E745S_00925	gene	74				
E745S_00925	tRNA	74				tRNA-Met(cat)
E745S_00926	gene	1026				
E745S_00926	CDS	1026				hypothetical protein
E745S_00927	gene	225				
E745S_00927	CDS	225				hypothetical protein
E745S_00928	gene	294				
E745S_00928	CDS	294				hypothetical protein
E745S_00929	gene	138				
E745S_00929	CDS	138				hypothetical protein
E745S_00930	gene	447				
E745S_00930	CDS	447				hypothetical protein
E745S_00931	gene	2067				
E745S_00931	CDS	2067				hypothetical protein
E745S_00932	gene	783				
E745S_00932	CDS	783				hypothetical protein
E745S_00933	gene	1719				
E745S_00933	CDS	1719				hypothetical protein
E745S_00934	gene	2832				
E745S_00934	CDS	2832				hypothetical protein
E745S_00935	gene	792				
E745S_00935	CDS	792				hypothetical protein
E745S_00936	gene	3120				
E745S_00936	CDS	3120				hypothetical protein
E745S_00937	gene	288				
E745S_00937	CDS	288				hypothetical protein
E745S_00938	gene	369				
E745S_00938	CDS	369				hypothetical protein
E745S_00939	gene	513				
E745S_00939	CDS	513				hypothetical protein
E745S_00940	gene	393				
E745S_00940	CDS	393				hypothetical protein
E745S_00941	gene	372				
E745S_00941	CDS	372				hypothetical protein
E745S_00942	gene	327				
E745S_00942	CDS	327				hypothetical protein
E745S_00943	gene	339				
E745S_00943	CDS	339				hypothetical protein
E745S_00944	gene	207				
E745S_00944	CDS	207				hypothetical protein
E745S_00945	gene	1008				
E745S_00945	CDS	1008				hypothetical protein
E745S_00946	gene	354				
E745S_00946	CDS	354				hypothetical protein
E745S_00947	gene	642				
E745S_00947	CDS	642				hypothetical protein
E745S_00948	gene	174				
E745S_00948	CDS	174				hypothetical protein
E745S_00949	gene	954				
E745S_00949	CDS	954				hypothetical protein
E745S_00950	gene	264				
E745S_00950	CDS	264				hypothetical protein
E745S_00951	gene	231				
E745S_00951	CDS	231				hypothetical protein
E745S_00952	gene	1635				
E745S_00952	CDS	1635				hypothetical protein
E745S_00953	gene	1302				
E745S_00953	CDS	1302				hypothetical protein
E745S_00954	gene	456				
E745S_00954	CDS	456				hypothetical protein
E745S_00955	gene	225				
E745S_00955	CDS	225				hypothetical protein
E745S_00956	gene	180				
E745S_00956	CDS	180				hypothetical protein
E745S_00957	gene	414				
E745S_00957	CDS	414				hypothetical protein
E745S_00958	gene	276				
E745S_00958	CDS	276				hypothetical protein
E745S_00959	gene	153				
E745S_00959	CDS	153				hypothetical protein
E745S_00960	gene	414				
E745S_00960	CDS	414				hypothetical protein
E745S_00961	gene	297				
E745S_00961	CDS	297				hypothetical protein
E745S_00962	gene	558				
E745S_00962	CDS	558				hypothetical protein
E745S_00963	gene	396				
E745S_00963	CDS	396				hypothetical protein
E745S_00964	gene	174				
E745S_00964	CDS	174				hypothetical protein
E745S_00965	gene	312				
E745S_00965	CDS	312				hypothetical protein
E745S_00966	gene	291				
E745S_00966	CDS	291				hypothetical protein
E745S_00967	gene	312				
E745S_00967	CDS	312				hypothetical protein
E745S_00968	gene	162				
E745S_00968	CDS	162				hypothetical protein
E745S_00969	gene	303				
E745S_00969	CDS	303				hypothetical protein
E745S_00970	gene	165				
E745S_00970	CDS	165				hypothetical protein
E745S_00971	gene	270				
E745S_00971	CDS	270				hypothetical protein
E745S_00972	gene	852				
E745S_00972	CDS	852				hypothetical protein
E745S_00973	gene	516				
E745S_00973	CDS	516				hypothetical protein
E745S_00974	gene	693				
E745S_00974	CDS	693				hypothetical protein
E745S_00975	gene	672				
E745S_00975	CDS	672				hypothetical protein
E745S_00976	gene	342				
E745S_00976	CDS	342				hypothetical protein
E745S_00977	gene	147				
E745S_00977	CDS	147				hypothetical protein
E745S_00978	gene	174				
E745S_00978	CDS	174				hypothetical protein
E745S_00979	gene	189				
E745S_00979	CDS	189				hypothetical protein
E745S_00980	gene	285				
E745S_00980	CDS	285				hypothetical protein
E745S_00981	gene	300				
E745S_00981	CDS	300				hypothetical protein
E745S_00982	gene	204				
E745S_00982	CDS	204				hypothetical protein
E745S_00983	gene	747				
E745S_00983	CDS	747				hypothetical protein
E745S_00984	gene	252				
E745S_00984	CDS	252				hypothetical protein
E745S_00985	gene	156				
E745S_00985	CDS	156				hypothetical protein
E745S_00986	gene	189				
E745S_00986	CDS	189				hypothetical protein
E745S_00987	gene	159				
E745S_00987	CDS	159				hypothetical protein
E745S_00988	gene	321				
E745S_00988	CDS	321				hypothetical protein
E745S_00989	gene	423				
E745S_00989	CDS	423				hypothetical protein
E745S_00990	gene	306				
E745S_00990	CDS	306				hypothetical protein
E745S_00991	gene	1140	xerC_5			
E745S_00991	CDS	1140	xerC_5			Tyrosine recombinase XerC
E745S_00992	gene	1626	groL			
E745S_00992	CDS	1626	groL		COG0459	60 kDa chaperonin
E745S_00993	gene	285	groS			
E745S_00993	CDS	285	groS		COG0234	10 kDa chaperonin
E745S_00994	gene	663	MroQ			
E745S_00994	CDS	663	MroQ	3.4.22.-		Membrane-embedded CAAX protease MroQ
E745S_00995	gene	1293	gmuC_2			
E745S_00995	CDS	1293	gmuC_2		COG1455	PTS system oligo-beta-mannoside-specific EIIC component
E745S_00996	gene	630				
E745S_00996	CDS	630				hypothetical protein
E745S_00997	gene	810	yycJ			
E745S_00997	CDS	810	yycJ	3.-.-.-	COG1235	Putative metallo-hydrolase YycJ
E745S_00998	gene	870				
E745S_00998	CDS	870				hypothetical protein
E745S_00999	gene	1317				
E745S_00999	CDS	1317				hypothetical protein
E745S_01000	gene	1836	walK_1			
E745S_01000	CDS	1836	walK_1	2.7.13.3		Sensor histidine kinase WalK
E745S_01001	gene	705	walR_1			
E745S_01001	CDS	705	walR_1		COG0745	Transcriptional regulatory protein WalR
E745S_01002	gene	861				
E745S_01002	CDS	861				DegV domain-containing protein
E745S_01003	gene	570				
E745S_01003	CDS	570				hypothetical protein
E745S_01004	gene	73				
E745S_01004	tRNA	73				tRNA-Lys(ctt)
E745S_01005	gene	318				
E745S_01005	CDS	318			COG2826	IS30 family transposase IS1252
E745S_01006	gene	585				
E745S_01006	CDS	585			COG2826	IS30 family transposase IS1252
E745S_01007	gene	147				
E745S_01007	CDS	147				hypothetical protein
E745S_01008	gene	339				
E745S_01008	CDS	339				hypothetical protein
E745S_01009	gene	198	pisA			
E745S_01009	CDS	198	pisA			Bacteriocin piscicolin-126
E745S_01010	gene	1728				
E745S_01010	CDS	1728				hypothetical protein
E745S_01011	gene	1194	opuAA			
E745S_01011	CDS	1194	opuAA	7.6.2.9	COG4175	Glycine betaine transport ATP-binding protein OpuAA
E745S_01012	gene	645				
E745S_01012	CDS	645				hypothetical protein
E745S_01013	gene	135				
E745S_01013	CDS	135				hypothetical protein
E745S_01014	gene	2133	feoB			
E745S_01014	CDS	2133	feoB		COG0370	Fe(2+) transporter FeoB
E745S_01015	gene	474				
E745S_01015	CDS	474				hypothetical protein
E745S_01016	gene	225	nrdH			
E745S_01016	CDS	225	nrdH		COG0695	Glutaredoxin-like protein NrdH
E745S_01017	gene	2160	nrdE2			
E745S_01017	CDS	2160	nrdE2	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase subunit alpha 2
E745S_01018	gene	966	nrdF			
E745S_01018	CDS	966	nrdF	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase 2 subunit beta
E745S_01019	gene	1140				
E745S_01019	CDS	1140				hypothetical protein
E745S_01020	gene	714	sapB			
E745S_01020	CDS	714	sapB		COG1285	Protein SapB
E745S_01021	gene	702	nagB			
E745S_01021	CDS	702	nagB	3.5.99.6	COG0363	Glucosamine-6-phosphate deaminase
E745S_01022	gene	1533	ybiT_1			
E745S_01022	CDS	1533	ybiT_1		COG0488	putative ABC transporter ATP-binding protein YbiT
E745S_01023	gene	909				
E745S_01023	CDS	909				IS982 family transposase ISEfm1
E745S_01024	gene	1050				
E745S_01024	CDS	1050				putative transporter
E745S_01025	gene	690				
E745S_01025	CDS	690				hypothetical protein
E745S_01026	gene	369	rplL			
E745S_01026	CDS	369	rplL		COG0222	50S ribosomal protein L7/L12
E745S_01027	gene	504	rplJ			
E745S_01027	CDS	504	rplJ			50S ribosomal protein L10
E745S_01028	gene	690	rplA			
E745S_01028	CDS	690	rplA			50S ribosomal protein L1
E745S_01029	gene	423	rplK			
E745S_01029	CDS	423	rplK			50S ribosomal protein L11
E745S_01030	gene	669	sdhB			
E745S_01030	CDS	669	sdhB	4.3.1.17		L-serine dehydratase, beta chain
E745S_01031	gene	873	sdhA			
E745S_01031	CDS	873	sdhA	4.3.1.17		L-serine dehydratase, alpha chain
E745S_01032	gene	1020				
E745S_01032	CDS	1020		1.13.12.4	COG1304	Lactate 2-monooxygenase
E745S_01033	gene	888				
E745S_01033	CDS	888				hypothetical protein
E745S_01034	gene	546	nusG			
E745S_01034	CDS	546	nusG			Transcription termination/antitermination protein NusG
E745S_01035	gene	171	secE			
E745S_01035	CDS	171	secE			Protein translocase subunit SecE
E745S_01036	gene	153	rpmG3			
E745S_01036	CDS	153	rpmG3		COG0267	50S ribosomal protein L33 3
E745S_01037	gene	645				
E745S_01037	CDS	645				hypothetical protein
E745S_01038	gene	504	queT_1			
E745S_01038	CDS	504	queT_1		COG4708	Queuosine precursor transporter QueT
E745S_01039	gene	966	ytlR			
E745S_01039	CDS	966	ytlR	2.7.1.-	COG1597	Putative lipid kinase YtlR
E745S_01040	gene	1173				
E745S_01040	CDS	1173				hypothetical protein
E745S_01041	gene	1146				
E745S_01041	CDS	1146				hypothetical protein
E745S_01042	gene	933	lnrL			
E745S_01042	CDS	933	lnrL	3.6.3.-	COG1131	Linearmycin resistance ATP-binding protein LnrL
E745S_01043	gene	1080				
E745S_01043	CDS	1080				hypothetical protein
E745S_01044	gene	630	lnrK			
E745S_01044	CDS	630	lnrK		COG2197	Transcriptional regulatory protein LnrK
E745S_01045	gene	228				
E745S_01045	CDS	228				hypothetical protein
E745S_01046	gene	2589	recD2			
E745S_01046	CDS	2589	recD2	3.6.4.12		ATP-dependent RecD-like DNA helicase
E745S_01047	gene	660	pspA			
E745S_01047	CDS	660	pspA	3.1.3.3	COG0406	Phosphoserine phosphatase 1
E745S_01048	gene	504	trmL			
E745S_01048	CDS	504	trmL	2.1.1.207	COG0219	tRNA (cytidine(34)-2'-O)-methyltransferase
E745S_01049	gene	867	rlmA			
E745S_01049	CDS	867	rlmA	2.1.1.187	COG0500	23S rRNA (guanine(745)-N(1))-methyltransferase
E745S_01050	gene	642	cutC			
E745S_01050	CDS	642	cutC		COG3142	Copper homeostasis protein CutC
E745S_01051	gene	1362	mgtE			
E745S_01051	CDS	1362	mgtE		COG2239	Magnesium transporter MgtE
E745S_01052	gene	900				
E745S_01052	CDS	900				hypothetical protein
E745S_01053	gene	798	ppnKA			
E745S_01053	CDS	798	ppnKA	2.7.1.23	COG0061	NAD kinase 1
E745S_01054	gene	705	yjbM			
E745S_01054	CDS	705	yjbM	2.7.6.5	COG2357	GTP pyrophosphokinase YjbM
E745S_01055	gene	576	yjbK			
E745S_01055	CDS	576	yjbK	3.6.1.-	COG4116	Putative triphosphatase YjbK
E745S_01056	gene	678				
E745S_01056	CDS	678				hypothetical protein
E745S_01057	gene	1296				
E745S_01057	CDS	1296				ISL3 family transposase IS1251
E745S_01058	gene	1809	pepF1_1			
E745S_01058	CDS	1809	pepF1_1	3.4.24.-		Oligoendopeptidase F, plasmid
E745S_01059	gene	999				
E745S_01059	CDS	999				hypothetical protein
E745S_01060	gene	654	mecA			
E745S_01060	CDS	654	mecA		COG4862	Adapter protein MecA 1
E745S_01061	gene	399	spxA_3			
E745S_01061	CDS	399	spxA_3		COG1393	Regulatory protein Spx
E745S_01062	gene	708	yfnB_1			
E745S_01062	CDS	708	yfnB_1	3.-.-.-	COG1011	Putative HAD-hydrolase YfnB
E745S_01063	gene	3195	rapA			
E745S_01063	CDS	3195	rapA	3.6.4.-		RNA polymerase-associated protein RapA
E745S_01064	gene	762				
E745S_01064	CDS	762				hypothetical protein
E745S_01065	gene	2223				
E745S_01065	CDS	2223				hypothetical protein
E745S_01066	gene	1122	sbcD			
E745S_01066	CDS	1122	sbcD			Nuclease SbcCD subunit D
E745S_01067	gene	624	plsC			
E745S_01067	CDS	624	plsC	2.3.1.-	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase
E745S_01068	gene	735	yfiC			
E745S_01068	CDS	735	yfiC	2.1.1.223		tRNA1(Val) (adenine(37)-N6)-methyltransferase
E745S_01069	gene	285				
E745S_01069	CDS	285				hypothetical protein
E745S_01070	gene	1884	oatA			
E745S_01070	CDS	1884	oatA	2.3.1.-		O-acetyltransferase OatA
E745S_01071	gene	876				
E745S_01071	CDS	876				hypothetical protein
E745S_01072	gene	1770	aspS			
E745S_01072	CDS	1770	aspS	6.1.1.12		Aspartate--tRNA ligase
E745S_01073	gene	1293	hisS			
E745S_01073	CDS	1293	hisS	6.1.1.21		Histidine--tRNA ligase
E745S_01074	gene	948	iolS			
E745S_01074	CDS	948	iolS	1.1.1.-	COG0667	Aldo-keto reductase IolS
E745S_01075	gene	1260	cypC			
E745S_01075	CDS	1260	cypC	1.11.2.4		Fatty-acid peroxygenase
E745S_01076	gene	447	dtd			
E745S_01076	CDS	447	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
E745S_01077	gene	2214	relA			
E745S_01077	CDS	2214	relA	2.7.6.5	COG0317	GTP pyrophosphokinase
E745S_01078	gene	765	rsmE			
E745S_01078	CDS	765	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
E745S_01079	gene	948	prmA			
E745S_01079	CDS	948	prmA	2.1.1.-	COG2264	Ribosomal protein L11 methyltransferase
E745S_01080	gene	489				
E745S_01080	CDS	489				hypothetical protein
E745S_01081	gene	672				
E745S_01081	CDS	672		3.2.2.-		Putative 3-methyladenine DNA glycosylase
E745S_01082	gene	1287				
E745S_01082	CDS	1287			COG2256	putative AAA domain-containing protein
E745S_01083	gene	285				
E745S_01083	CDS	285				hypothetical protein
E745S_01084	gene	480				
E745S_01084	CDS	480				Putative universal stress protein
E745S_01085	gene	129				
E745S_01085	CDS	129				hypothetical protein
E745S_01086	gene	1584	ybiT_2			
